Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Year,Quarter,Month_Number,Month,Day,Day_Name
EK3161,2024-04-23,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,293,0.8364,9.35,Spring,Long-haul,Medium,361875.84,49346.7,411222.54,282941.41,115930.25,54385.33,154344.19,27536.88,30841.3,35384.89,23544.03,23130.98,272890.45,34971.83,218505.11,82197.58,20239.6,315465.84,95756.7,0.2329,2024,2,4,April,23,Tuesday
EK3162,2024-04-24,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,295,0.8408,10.75,Spring,Long-haul,Medium,385562.53,52576.71,438139.24,302741.95,124043.17,58191.27,165145.37,29463.94,32999.61,37861.16,17599.06,24749.71,291987.61,37419.2,233796.34,87949.85,21655.99,337542.48,100596.76,0.2296,2024,2,4,April,24,Wednesday
EK3163,2024-04-25,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,286,0.8161,11.18,Spring,Long-haul,Medium,312459.84,42608.16,355068.0,241632.83,99004.79,46445.24,131810.42,23516.58,26338.57,30218.8,20106.67,19753.93,233049.28,29866.05,186604.04,70196.98,17284.68,269408.8,85659.2,0.2412,2024,2,4,April,25,Thursday
EK3164,2024-04-25,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,305,0.87,14.23,Spring,Long-haul,Medium,387199.96,52800.0,439999.96,304110.74,124604.01,58454.38,165892.04,29597.15,33148.81,38032.34,25305.57,24861.61,293307.78,37588.38,234853.4,88347.5,21753.91,339068.61,100931.35,0.2294,2024,2,4,April,25,Thursday
EK3165,2024-04-25,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,305,0.8708,13.88,Spring,Long-haul,Medium,340407.7,46419.23,386826.93,264995.43,108577.2,50935.86,144554.69,25790.31,28885.15,33140.55,22050.71,21663.86,255581.97,32753.69,204646.11,76984.07,18955.88,295456.96,91369.97,0.2362,2024,2,4,April,25,Thursday
EK3166,2024-04-27,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,296,0.8439,14.17,Spring,Long-haul,Medium,278924.51,38035.16,316959.67,213599.47,87518.61,41056.83,116518.25,20788.27,23282.86,26712.93,17773.97,17462.15,206011.75,26401.1,164954.92,62052.98,15279.38,238152.97,78806.7,0.2486,2024,2,4,April,27,Saturday
EK3167,2024-04-29,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,303,0.8643,14.27,Spring,Long-haul,Medium,333055.27,45416.63,378471.9,258849.28,106058.93,49754.48,141201.97,25192.14,28215.2,32371.91,21539.28,21161.4,249654.15,31994.02,199899.66,75198.55,18516.23,288604.3,89867.6,0.2374,2024,2,4,April,29,Monday
EK3168,2024-04-30,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,290,0.8263,8.4,Spring,Long-haul,Medium,302896.29,41304.04,344200.33,233638.32,95729.18,44908.58,127449.42,22738.52,25467.15,29219.0,19441.44,19100.36,225338.76,28877.92,180430.18,67874.49,16712.81,260495.31,83705.02,0.2432,2024,2,4,April,30,Tuesday
EK3169,2024-05-01,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,293,0.8368,8.02,Spring,Long-haul,Medium,344929.0,47035.77,391964.77,268774.95,110125.79,51662.34,146616.41,26158.15,29297.12,33613.22,22365.21,21972.84,259227.22,33220.85,207564.89,78082.06,19226.24,299670.93,92293.84,0.2355,2024,2,5,May,1,Wednesday
EK3170,2024-05-02,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,296,0.843,14.18,Spring,Long-haul,Medium,376242.21,51305.76,427547.97,294950.76,120850.87,56693.7,160895.28,28705.67,32150.35,36886.79,24543.35,24112.76,284473.19,36456.2,227779.49,85686.43,21098.67,328855.69,98692.28,0.2308,2024,2,5,May,2,Thursday
EK3171,2024-05-03,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,296,0.8438,8.74,Spring,Long-haul,Medium,267105.72,36423.51,303529.23,203719.73,83470.57,39157.81,111128.86,19826.74,22205.95,25477.36,16951.86,16654.46,196482.97,25179.96,157325.16,59182.81,14572.65,227137.54,76391.69,0.2517,2024,2,5,May,3,Friday
EK3172,2024-05-04,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,293,0.8351,11.28,Spring,Long-haul,Medium,230594.0,31444.64,262038.64,173198.3,70964.95,33291.16,94479.46,16856.28,18879.04,21660.32,14412.12,14159.28,167045.75,21407.48,133754.6,50316.0,12389.37,193107.64,68931.0,0.2631,2024,2,5,May,4,Saturday
EK3173,2024-05-07,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.8496,12.04,Spring,Long-haul,Medium,284199.56,38754.48,322954.04,218009.07,89325.37,41904.42,118923.68,21217.43,23763.52,27264.39,18140.9,17822.64,210264.7,26946.13,168360.29,63334.02,15594.81,243069.46,79884.58,0.2474,2024,2,5,May,7,Tuesday
EK3174,2024-05-10,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.8512,12.34,Spring,Long-haul,Medium,226721.77,30916.6,257638.37,169961.36,69638.67,32668.97,92713.71,16541.25,18526.2,21255.51,14142.77,13894.65,163923.8,21007.39,131254.83,49375.64,12157.82,189498.61,68139.76,0.2645,2024,2,5,May,10,Friday
EK3175,2024-05-12,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,304,0.8658,14.39,Spring,Long-haul,Medium,369230.46,50349.61,419580.07,289089.39,118449.28,55567.06,157697.91,28135.22,31511.45,36153.76,24055.61,23633.59,278820.04,35731.73,223252.98,83983.63,20679.39,322320.55,97259.52,0.2318,2024,2,5,May,12,Sunday
EK3176,2024-05-12,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,290,0.8284,10.54,Spring,Long-haul,Medium,274134.26,37381.95,311516.21,209595.13,85877.91,40287.14,114333.89,20398.55,22846.38,26212.14,17440.76,17134.78,202149.66,25906.16,161862.52,60889.68,14992.94,233688.33,77827.88,0.2498,2024,2,5,May,12,Sunday
EK3177,2024-05-12,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,289,0.8235,9.52,Spring,Long-haul,Medium,344998.09,47045.19,392043.28,268832.7,110149.46,51673.44,146647.91,26163.77,29303.42,33620.44,22370.02,21977.56,259282.92,33227.98,207609.48,78098.84,19230.37,299735.32,92307.96,0.2355,2024,2,5,May,12,Sunday
EK3178,2024-05-13,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,300,0.8545,10.9,Spring,Long-haul,Medium,332752.64,45375.36,378128.0,258596.3,105955.27,49705.86,141063.97,25167.52,28187.63,32340.27,21518.23,21140.72,249410.15,31962.75,199704.3,75125.06,18498.13,288322.24,89805.76,0.2375,2024,2,5,May,13,Monday
EK3179,2024-05-13,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,287,0.8197,9.44,Spring,Long-haul,Medium,274226.15,37394.47,311620.62,209671.94,85909.38,40301.91,114375.79,20406.03,22854.75,26221.75,17447.15,17141.06,202223.74,25915.66,161921.84,60911.99,14998.43,233773.97,77846.65,0.2498,2024,2,5,May,13,Monday
EK3180,2024-05-14,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,301,0.8589,10.76,Spring,Long-haul,Medium,272447.45,37151.93,309599.38,208185.07,85300.16,40016.11,113564.7,20261.32,22692.68,26383.38,17323.43,17019.51,200789.69,25731.88,160773.58,60480.04,14892.07,232116.18,77483.2,0.2503,2024,2,5,May,14,Tuesday
EK3181,2024-05-14,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,291,0.8296,9.86,Spring,Long-haul,Medium,220769.0,30104.86,250873.86,164985.23,67599.79,31712.49,89999.24,16056.96,17983.79,20633.19,13728.7,13487.84,159124.44,20392.34,127411.95,47930.02,11801.86,183950.47,66923.39,0.2668,2024,2,5,May,14,Tuesday
EK3182,2024-05-15,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,292,0.8317,7.66,Spring,Long-haul,Medium,244615.15,33356.61,277971.76,184919.07,75767.33,35544.05,100873.13,17996.99,20156.63,23126.13,15387.43,15117.47,178350.16,22856.18,142806.11,53721.01,13227.79,206175.72,71796.04,0.2583,2024,2,5,May,15,Wednesday
EK3183,2024-05-15,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,299,0.8535,8.46,Spring,Long-haul,Medium,333134.58,45427.44,378562.02,258915.57,106086.09,49767.23,141238.13,25198.6,28222.43,32380.2,21544.8,21166.82,249718.09,32002.22,199950.86,75217.81,18520.97,288678.21,89883.81,0.2374,2024,2,5,May,15,Wednesday
EK3184,2024-05-16,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,295,0.8414,11.88,Spring,Long-haul,Medium,305345.6,41638.04,346983.64,235685.79,96568.09,45302.13,128566.31,22937.79,25690.32,29475.06,19611.81,19267.74,227313.5,29130.99,182011.36,68469.3,16859.28,262778.14,84205.5,0.2427,2024,2,5,May,16,Thursday
EK3185,2024-05-17,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,299,0.8537,13.28,Spring,Long-haul,Medium,261757.52,35694.21,297451.73,199248.98,81638.75,38298.47,108690.08,19391.63,21718.62,24918.24,16579.84,16288.97,192171.04,24627.37,153872.57,57884.01,14252.85,222152.88,75298.85,0.2531,2024,2,5,May,17,Friday
EK3186,2024-05-17,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.8505,8.53,Spring,Long-haul,Medium,298431.42,40695.19,339126.61,229905.98,94199.92,44191.17,125413.43,22375.28,25060.31,28752.23,19130.86,18795.23,221739.0,28416.6,177547.83,66790.2,16445.83,256333.93,82792.68,0.2441,2024,2,5,May,17,Friday
EK3187,2024-05-18,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,292,0.8323,10.46,Spring,Long-haul,Medium,377877.03,51528.69,429405.72,296317.37,121410.81,56956.38,161640.76,28838.67,32299.31,37057.7,24657.07,24224.49,285791.25,36625.12,228834.87,86083.44,21196.42,330379.38,99026.34,0.2306,2024,2,5,May,18,Saturday
EK3188,2024-05-18,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,307,0.8749,13.96,Spring,Long-haul,Medium,340505.71,46432.6,386938.31,265077.37,108610.77,50951.61,144599.38,25798.28,28894.08,33150.79,22057.53,21670.56,255660.99,32763.82,204709.38,77007.88,18961.74,295548.31,91390.0,0.2362,2024,2,5,May,18,Saturday
EK3189,2024-05-21,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,306,0.8717,11.16,Spring,Long-haul,Medium,271348.49,37002.07,308350.56,207266.41,84923.75,39839.53,113063.57,20171.91,22592.54,25920.91,17246.99,16944.41,199903.66,25618.33,160064.13,60213.16,14826.36,231091.92,77258.64,0.2506,2024,2,5,May,21,Tuesday
EK3190,2024-05-22,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,291,0.8292,9.13,Spring,Long-haul,Medium,285332.83,38909.02,324241.85,218956.41,89713.53,42086.51,119440.45,21309.63,23866.78,27382.87,18219.73,17900.09,211178.39,27063.23,169091.88,63609.23,15662.58,244125.69,80116.16,0.2471,2024,2,5,May,22,Wednesday
EK3191,2024-05-23,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.85,13.06,Spring,Long-haul,Medium,329909.24,44987.62,374896.86,256219.4,104981.38,49248.98,139767.37,24936.19,27928.54,32043.01,21320.45,20946.4,247117.69,31668.97,197868.7,74434.54,18328.1,285672.11,89224.75,0.238,2024,2,5,May,23,Thursday
EK3192,2024-05-23,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,293,0.8345,8.74,Spring,Long-haul,Medium,308708.39,42096.6,350804.99,238496.87,97719.88,45842.46,130099.75,23211.37,25996.74,29826.62,19845.72,19497.55,230024.71,29478.44,184182.25,69285.95,17060.36,265912.35,84892.64,0.242,2024,2,5,May,23,Thursday
EK3193,2024-05-29,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,296,0.8444,8.22,Spring,Long-haul,Medium,276308.33,37678.41,313986.74,211412.51,86622.55,40636.47,115325.27,20575.43,23044.48,26439.42,17591.99,17283.36,203902.48,26130.79,163266.01,61417.65,15122.94,235714.62,78272.12,0.2493,2024,2,5,May,29,Wednesday
EK3194,2024-05-29,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.8507,9.95,Spring,Long-haul,Medium,354201.28,48300.18,402501.46,276525.98,113301.64,53152.2,150844.59,26912.5,30142.0,34582.57,23010.19,22606.5,266702.92,34178.88,213550.72,80333.82,19780.69,308312.95,94188.51,0.234,2024,2,5,May,29,Wednesday
EK3195,2024-05-30,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,292,0.8336,8.04,Spring,Long-haul,Medium,331872.03,45255.28,377127.31,257860.17,105653.66,49564.36,140662.41,25095.88,28107.39,32248.21,21456.98,21080.54,248700.17,31871.77,199135.81,74911.2,18445.47,287501.49,89625.82,0.2377,2024,2,5,May,30,Thursday
EK3196,2024-05-31,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,300,0.8558,13.66,Spring,Long-haul,Medium,227038.14,30959.75,257997.89,170225.83,69747.03,32719.81,92857.98,16566.99,18555.03,21288.58,14164.78,13916.27,164178.88,21040.08,131459.07,49452.47,12176.74,189793.48,68204.41,0.2644,2024,2,5,May,31,Friday
EK3197,2024-06-01,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,301,0.8587,13.79,Summer,Long-haul,Low,297865.34,40618.0,338483.34,229432.78,94006.03,44100.22,125155.3,22329.22,25008.73,28693.05,19091.49,18756.55,221282.61,28358.11,177182.39,66652.73,16411.98,255806.33,82677.01,0.2443,2024,2,6,June,1,Saturday
EK3198,2024-06-05,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.8508,13.31,Summer,Long-haul,Low,221334.85,30182.02,251516.87,165458.24,67793.6,31803.41,90257.27,16102.99,18035.35,20692.34,13768.06,13526.51,159580.65,20450.8,127777.24,48067.43,11835.7,184477.85,67039.02,0.2665,2024,2,6,June,5,Wednesday
EK3199,2024-06-06,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.85,11.51,Summer,Long-haul,Low,244500.41,33340.96,277841.37,184823.15,75728.02,35525.62,100820.8,17987.65,20146.17,23114.14,15379.44,15109.63,178257.65,22844.32,142732.03,53693.15,13220.93,206068.78,71772.59,0.2583,2024,2,6,June,6,Thursday
EK3200,2024-06-08,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,299,0.8533,9.1,Summer,Long-haul,Low,376758.53,51376.16,428134.69,295382.37,121027.71,56776.66,161130.72,28747.68,32197.4,36940.76,24579.26,24148.05,284889.47,36509.55,228112.81,85811.81,21129.54,329336.91,98797.78,0.2308,2024,2,6,June,8,Saturday
EK3201,2024-06-10,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,305,0.8697,13.87,Summer,Long-haul,Low,354153.75,48293.69,402447.44,276486.24,113285.36,53144.56,150822.91,26908.64,30137.67,34577.6,23006.88,22603.25,266664.59,34173.97,213520.03,80322.28,19777.85,308268.64,94178.8,0.234,2024,2,6,June,10,Monday
EK3202,2024-06-12,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,290,0.8263,11.19,Summer,Long-haul,Low,247619.01,33766.23,281385.24,187430.1,76796.18,36026.71,102242.89,18241.37,20430.34,23440.16,15596.37,15322.75,180772.0,23166.54,144745.29,54450.5,13407.41,208975.4,72409.84,0.2573,2024,2,6,June,12,Wednesday
EK3203,2024-06-13,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,297,0.848,8.12,Summer,Long-haul,Low,283310.57,38633.26,321943.83,217265.93,89020.88,41761.58,118518.3,21145.1,23682.52,27171.46,17599.06,17761.89,209547.97,26854.28,167786.39,63118.13,15541.65,242240.9,79702.93,0.2476,2024,2,6,June,13,Thursday
EK3204,2024-06-14,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,309,0.8809,8.77,Summer,Long-haul,Low,273302.69,37268.55,310571.24,208899.99,85593.09,40153.53,113954.69,20330.9,22770.61,26125.21,17382.92,17077.96,201479.21,25820.24,161325.69,60687.73,14943.21,232913.28,77657.96,0.25,2024,2,6,June,14,Friday
EK3205,2024-06-14,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,293,0.8358,12.76,Summer,Long-haul,Low,324228.88,44213.03,368441.91,251470.99,103035.8,48336.27,137177.12,24474.06,27410.95,31449.17,20925.32,20558.21,242537.95,31082.06,194201.68,73055.08,17988.44,280377.86,88064.05,0.239,2024,2,6,June,14,Friday
EK3206,2024-06-15,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,305,0.8705,11.85,Summer,Long-haul,Low,290091.1,39557.88,329648.98,222934.02,91343.28,42851.06,121610.24,21696.74,24300.35,27880.31,18550.71,18225.26,215014.71,27554.86,172163.65,64764.77,15947.11,248560.54,81088.44,0.246,2024,2,6,June,15,Saturday
EK3207,2024-06-16,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,303,0.8641,10.05,Summer,Long-haul,Low,329012.53,44865.35,373877.88,255469.81,104674.25,49104.9,139358.47,24863.24,27846.83,31949.27,21258.07,20885.12,246394.73,31576.32,197289.82,74216.78,18274.48,284836.35,89041.53,0.2382,2024,2,6,June,16,Sunday
EK3208,2024-06-18,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,299,0.8533,13.57,Summer,Long-haul,Low,233736.26,31873.13,265609.39,175825.03,72041.2,33796.05,95912.34,17111.92,19165.36,21988.82,14630.7,14374.02,169579.17,21732.14,135783.12,51079.1,12577.26,196036.31,69573.08,0.2619,2024,2,6,June,18,Tuesday
EK3209,2024-06-19,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,299,0.8543,9.52,Summer,Long-haul,Low,358326.84,48862.75,407189.59,279974.67,114714.68,53815.08,152725.84,27248.14,30517.92,35013.86,23297.16,22888.44,270029.1,34605.14,216214.02,81335.71,20027.39,312158.08,95031.51,0.2334,2024,2,6,June,19,Wednesday
EK3210,2024-06-22,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,308,0.879,12.46,Summer,Long-haul,Low,226050.21,30825.03,256875.24,169399.98,69408.66,32561.07,92407.49,16486.62,18465.01,21185.3,14096.06,13848.76,163382.37,20938.0,130821.3,49212.55,12117.66,188872.7,68002.54,0.2647,2024,2,6,June,22,Saturday
EK3211,2024-06-23,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,290,0.8277,14.39,Summer,Long-haul,Low,365270.21,49809.57,415079.78,285778.87,117092.85,54930.73,155892.03,27813.03,31150.59,35739.74,23780.14,23362.94,275627.12,35322.55,220696.39,83021.89,20442.58,318629.48,96450.3,0.2324,2024,2,6,June,23,Sunday
EK3212,2024-06-24,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,294,0.8396,8.94,Summer,Long-haul,Low,251815.67,34338.5,286154.17,190938.23,78233.57,36701.02,104156.57,18582.8,20812.73,23878.89,15888.29,15609.55,184155.51,23600.15,147454.49,55469.65,13658.36,212886.8,73267.37,0.256,2024,2,6,June,24,Monday
EK3213,2024-06-24,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,302,0.862,10.92,Summer,Long-haul,Low,332183.3,45297.72,377481.02,258120.37,105760.27,49614.38,140804.35,25121.2,28135.75,32280.75,21478.63,21101.81,248951.13,31903.93,199336.75,74986.79,18464.08,287791.59,89689.43,0.2376,2024,2,6,June,24,Monday
EK3214,2024-06-25,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,307,0.8744,12.78,Summer,Long-haul,Low,257845.93,35160.81,293006.74,195979.14,80299.0,37669.96,106906.38,19073.4,21362.2,24509.31,16307.75,16021.65,189017.35,24223.21,151347.39,56934.09,14018.95,218507.16,74499.58,0.2543,2024,2,6,June,25,Tuesday
EK3215,2024-06-25,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,297,0.8483,12.92,Summer,Long-haul,Low,297878.95,40619.86,338498.81,229444.16,94010.7,44102.41,125161.51,22330.33,25009.97,28694.48,19092.43,18757.48,221293.59,28359.52,177191.18,66656.04,16412.79,255819.02,82679.79,0.2443,2024,2,6,June,25,Tuesday
EK3216,2024-06-27,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,302,0.8601,8.92,Summer,Long-haul,Low,268864.03,36663.28,305527.31,205189.56,84072.8,39440.33,111930.66,19969.79,22366.16,25661.18,17074.17,16774.62,197900.59,25361.63,158460.26,59609.81,14677.79,228776.34,76750.97,0.2512,2024,2,6,June,27,Thursday
EK3217,2024-06-28,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,293,0.8354,8.79,Summer,Long-haul,Low,382857.57,52207.85,435065.42,300480.77,123116.7,57756.64,163911.89,29243.87,32753.14,37578.37,25003.51,24564.85,289806.76,37139.72,232050.11,87292.95,21494.24,335021.38,100044.04,0.23,2024,2,6,June,28,Friday
EK3218,2024-06-28,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,299,0.8535,13.77,Summer,Long-haul,Low,293195.45,39981.2,333176.65,225529.05,92406.55,43349.87,123025.82,21949.3,24583.22,28204.85,18766.65,18437.41,217517.56,27875.61,174167.69,65518.66,16132.74,251453.87,81722.78,0.2453,2024,2,6,June,28,Friday
EK3219,2024-06-29,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,295,0.8403,11.0,Summer,Long-haul,Low,259573.31,35396.36,294969.67,197423.12,80890.64,37947.51,107694.07,19213.93,21519.6,24689.9,16427.91,16139.7,190410.03,24401.69,152462.52,57353.58,14122.24,220117.13,74852.54,0.2538,2024,2,6,June,29,Saturday
EK3220,2024-06-30,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.8496,13.52,Summer,Long-haul,Low,388008.9,52910.3,440919.2,304786.95,124881.08,58584.35,166260.91,29662.96,33222.52,38116.91,25361.83,24916.89,293959.97,37671.96,235375.62,88543.95,21802.28,339822.56,101096.64,0.2293,2024,2,6,June,30,Sunday
EK3221,2024-07-01,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.8503,7.96,Summer,Long-haul,Low,282070.4,38464.15,320534.55,216229.23,88596.11,41562.31,117952.78,21044.21,23569.51,27041.81,17992.8,17677.13,208548.1,26726.14,166985.79,62816.96,15467.49,241085.03,79449.52,0.2479,2024,3,7,July,1,Monday
EK3222,2024-07-02,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.8489,8.39,Summer,Long-haul,Low,267318.46,36452.52,303770.98,203897.57,83543.43,39191.99,111225.88,19844.05,22225.33,25499.6,16966.66,16669.0,196654.49,25201.94,157462.5,59234.48,14585.37,227335.83,76435.15,0.2516,2024,3,7,July,2,Tuesday
EK3223,2024-07-02,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,297,0.8471,8.09,Summer,Long-haul,Low,223046.97,30415.5,253462.47,166889.47,68380.01,32078.51,91038.0,16242.28,18191.36,20871.33,13887.15,13643.52,160961.03,20627.7,128882.52,48483.22,11938.08,186073.6,67388.87,0.2659,2024,3,7,July,2,Tuesday
EK3224,2024-07-04,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,299,0.8523,11.97,Summer,Long-haul,Low,299027.37,40776.46,339803.83,230404.16,94404.04,44286.93,125685.19,22423.76,25114.61,28814.53,19172.32,18835.96,222219.48,28478.18,177932.55,66934.93,16481.47,256889.38,82914.45,0.244,2024,3,7,July,4,Thursday
EK3225,2024-07-06,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.8505,10.69,Summer,Long-haul,Low,296422.8,40421.29,336844.09,228226.91,93511.95,43868.43,124497.5,22211.86,24877.29,28542.25,18991.14,18657.97,220119.58,28209.07,176251.15,66302.42,16325.72,254461.85,82382.24,0.2446,2024,3,7,July,6,Saturday
EK3226,2024-07-06,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,300,0.8557,13.99,Summer,Long-haul,Low,301359.67,41094.5,342454.17,232353.81,95202.88,44661.68,126748.72,22613.51,25327.13,29058.36,19334.55,18995.35,224099.88,28719.16,179438.2,67501.33,16620.93,259063.15,83391.02,0.2435,2024,3,7,July,6,Saturday
EK3227,2024-07-06,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,304,0.8672,10.99,Summer,Long-haul,Low,279741.2,38146.53,317887.73,214282.17,87798.34,41188.06,116890.66,20854.71,23357.28,26798.31,17830.78,17517.96,206670.2,26485.48,165482.14,62251.32,15328.21,238914.15,78973.58,0.2484,2024,3,7,July,6,Saturday
EK3228,2024-07-07,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,290,0.8275,8.86,Summer,Long-haul,Low,366474.55,49973.8,416448.35,286785.63,117505.35,55124.24,156441.21,27911.01,31260.33,35865.65,23863.91,23445.25,276598.11,35446.98,221473.86,83314.36,20514.59,319751.96,96696.39,0.2322,2024,3,7,July,7,Sunday
EK3229,2024-07-09,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,303,0.863,8.66,Summer,Long-haul,Low,331731.52,45236.12,376967.64,257742.71,105605.53,49541.79,140598.34,25084.45,28094.58,32233.52,21447.2,21070.94,248586.89,31857.25,199045.1,74877.08,18437.07,287370.53,89597.11,0.2377,2024,3,7,July,9,Tuesday
EK3230,2024-07-11,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,297,0.8469,11.54,Summer,Long-haul,Low,321075.66,43783.04,364858.7,248835.1,101955.79,47829.62,135739.24,24217.53,27123.63,31119.52,20705.99,20342.72,239995.7,30756.26,192166.08,72289.32,17799.88,277438.97,87419.73,0.2396,2024,3,7,July,11,Thursday
EK3231,2024-07-11,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,296,0.8436,8.91,Summer,Long-haul,Low,222659.28,30362.63,253021.91,166565.38,68247.23,32016.22,90861.21,16210.74,18156.03,20830.8,13860.19,13617.02,160648.46,20587.64,128632.24,48389.07,11914.9,185712.26,67309.65,0.266,2024,3,7,July,11,Thursday
EK3232,2024-07-12,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,300,0.8571,10.87,Summer,Long-haul,Low,266545.74,36347.15,302892.89,203251.62,83278.77,39067.83,110873.51,19781.18,22154.92,25418.82,16912.91,16616.19,196031.49,25122.1,156963.66,59046.82,14539.17,226615.62,76277.27,0.2518,2024,3,7,July,12,Friday
EK3233,2024-07-14,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,298,0.8507,8.51,Summer,Long-haul,Low,324548.93,44256.67,368805.6,251738.52,103145.42,48387.7,137323.06,24500.1,27440.11,31482.63,20947.59,20580.08,242795.99,31115.13,194408.29,73132.8,18007.57,280676.15,88129.45,0.239,2024,3,7,July,14,Sunday
EK3234,2024-07-14,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,304,0.8661,10.32,Summer,Long-haul,Low,329550.21,44938.67,374488.88,255919.28,104858.41,49191.3,139603.65,24906.99,27895.82,32005.48,21295.47,20921.87,246828.23,31631.87,197636.93,74347.35,18306.63,285337.49,89151.39,0.2381,2024,3,7,July,14,Sunday
EK3235,2024-07-16,DXB,SYD,DXB-SYD,Boeing 777-300ER,350,292,0.8339,13.55,Summer,Long-haul,Low,215870.19,29436.84,245307.03,160890.14,65921.9,30925.36,87765.38,15658.41,17537.42,20121.05,13387.94,13153.06,155174.82,19886.18,124249.47,46740.35,11508.93,179384.64,65922.39,0.2687,2024,3,7,July,16,Tuesday
